id,gender,height,weight,ap_hi,ap_lo,cholesterol,gluc,smoke,alco,active,age_years,BMI,BP Category
-0.0012142857142857233,-7.142857142850012e-05,0.0,-0.00035714285714283367,0.14521428571428574,0.00364285714285717,0.035428571428571476,0.001071428571428612,0.0012857142857143344,0.000500000000000056,0.002571428571428558,0.025142857142857133,0.0020000000000000018,-7.142857142850012e-05
-0.001642857142857057,0.001642857142857168,7.142857142861114e-05,0.0004285714285714448,0.14114285714285713,0.002071428571428613,0.032571428571428584,0.0005714285714285561,0.0017142857142857792,0.0004285714285714448,0.002071428571428613,0.02564285714285719,0.0008571428571428896,-0.0002142857142857224
-0.0012857142857142234,0.002071428571428613,-0.0012142857142857233,0.0002142857142857224,0.15428571428571436,0.003214285714285725,0.03114285714285714,0.0014285714285714457,0.0011428571428572232,-0.00014285714285711126,0.002571428571428558,0.024357142857142855,0.0035714285714285587,-7.142857142850012e-05
-0.0004285714285714448,0.0007857142857142785,-0.0014285714285714457,-0.0014999999999999458,0.14335714285714285,0.0024285714285714466,0.03485714285714292,0.0008571428571428896,0.0005714285714285561,0.0007142857142857784,0.0028571428571428914,0.027285714285714358,0.0025000000000000577,0.0003571428571429447
0.0,0.0011428571428572232,-0.001071428571428501,-0.0004999999999999449,0.14492857142857152,0.005142857142857227,0.031500000000000083,0.0007142857142857784,0.0003571428571429447,0.0003571428571429447,0.0011428571428572232,0.022285714285714353,0.0020000000000000018,-0.0004285714285714448
-0.0027857142857142803,0.0015000000000000568,0.00014285714285722229,0.0009285714285715008,0.15121428571428575,0.005142857142857227,0.032500000000000084,0.0012857142857143344,0.0007857142857142785,0.0007857142857142785,0.002571428571428558,0.028214285714285747,0.003285714285714336,-0.00014285714285711126
-0.001642857142857057,0.0009285714285715008,-0.0008571428571427786,0.0003571428571429447,0.14021428571428574,0.004071428571428615,0.031714285714285695,0.0006428571428571672,0.0004285714285714448,0.000500000000000056,0.0024285714285714466,0.0267142857142858,0.0018571428571428905,-0.0006428571428570562
-0.0010000000000000009,0.0011428571428572232,0.00028571428571433355,0.0012142857142857233,0.14457142857142857,0.0035000000000000586,0.03378571428571431,0.0008571428571428896,0.0014285714285714457,0.0002142857142857224,0.0017857142857142794,0.022714285714285798,0.0007142857142857784,-0.0002857142857142225
-0.0010000000000000009,0.0014285714285714457,-0.0012857142857142234,0.0018571428571428905,0.14921428571428574,0.005285714285714338,0.030714285714285694,0.0006428571428571672,0.0007142857142857784,0.0008571428571428896,0.003714285714285781,0.028142857142857136,0.003214285714285725,-7.142857142850012e-05
-0.0004999999999999449,0.0012857142857143344,0.0005714285714285561,0.0009285714285715008,0.1477142857142858,0.004642857142857171,0.03492857142857142,0.0006428571428571672,0.0008571428571428896,0.0,0.002571428571428558,0.026928571428571413,0.0018571428571428905,-0.00035714285714283367
